customer_id,brand,customer_type,sales,customer_profitability
531073,Kiehl's,Non-Promo Customers,226.2,Low Profit
472076,Kiehl's,Partially Promo Customers,378.05,Profitable
953260,IT Cosmetics,Promo Only Customers,241,Low Profit
772267,Kiehl's,Partially Promo Customers,163.6,Low Profit
740212,YSL,Promo Only Customers,112,Low Profit
575418,Kiehl's,Non-Promo Customers,125.5,Low Profit
883704,IT Cosmetics,Promo Only Customers,145,Low Profit
756036,Lancome,Promo Only Customers,287.8,Low Profit
236776,Lancome,Partially Promo Customers,49,Low Profit
170204,Lancome,Partially Promo Customers,340.12,Profitable
172683,YSL,Non-Promo Customers,274.4,Low Profit
410254,Lancome,Non-Promo Customers,38,Low Profit
132615,Kiehl's,Promo Only Customers,75.5,Low Profit
170650,IT Cosmetics,Promo Only Customers,293.9,Low Profit
150563,IT Cosmetics,Promo Only Customers,122.5,Low Profit
952436,YSL,Promo Only Customers,142.4,Low Profit
932767,Armani,Partially Promo Customers,35,Low Profit
877888,IT Cosmetics,Non-Promo Customers,864.79,Profitable
717212,Kiehl's,Non-Promo Customers,909.2,Profitable
225626,IT Cosmetics,Partially Promo Customers,171.2,Low Profit
693833,Lancome,Partially Promo Customers,56.4,Low Profit
139413,IT Cosmetics,Non-Promo Customers,965.75,Profitable
879377,YSL,Non-Promo Customers,58,Low Profit
400208,Armani,Partially Promo Customers,586.4,Profitable
393147,Kiehl's,Non-Promo Customers,190,Low Profit
942357,Armani,Promo Only Customers,100.8,Low Profit
307112,IT Cosmetics,Partially Promo Customers,98.6,Low Profit
755542,YSL,Promo Only Customers,35.2,Low Profit
105027,Kiehl's,Partially Promo Customers,101,Low Profit
132613,Lancome,Partially Promo Customers,48,Low Profit
916183,IT Cosmetics,Partially Promo Customers,62,Low Profit
212854,Armani ,Non-Promo Customers,143.2,Low Profit
635547,YSL,Non-Promo Customers,59,Low Profit
180218,Kiehl's,Partially Promo Customers,157,Low Profit
585524,Kiehl's,Promo Only Customers,142.5,Low Profit
256280,Kiehl's,Non-Promo Customers,51.2,Low Profit
728560,IT Cosmetics,Promo Only Customers,88.4,Low Profit
867263,Kiehl's,Promo Only Customers,357,Profitable
700377,IT Cosmetics,Non-Promo Customers,417.78,Profitable
495253,Lancome,Partially Promo Customers,99.81,Low Profit
765482,Kiehl's,Partially Promo Customers,175,Low Profit
526956,IT Cosmetics,Promo Only Customers,82.01,Low Profit
203910,Kiehl's,Promo Only Customers,55,Low Profit
887626,Lancome,Non-Promo Customers,145.26,Low Profit
891100,YSL,Promo Only Customers,240,Low Profit
322000,Kiehl's,Promo Only Customers,105.5,Low Profit
745491,YSL,Non-Promo Customers,186,Low Profit
307591,Armani ,Non-Promo Customers,57.6,Low Profit
427914,IT Cosmetics,Partially Promo Customers,176.1,Low Profit
356287,Lancome,Partially Promo Customers,48,Low Profit
112604,IT Cosmetics,Non-Promo Customers,653.32,Profitable
418662,Lancome,Partially Promo Customers,80.1,Low Profit
435911,IT Cosmetics,Partially Promo Customers,97.6,Low Profit
277808,YSL,Promo Only Customers,72,Low Profit
398481,Kiehl's,Promo Only Customers,89,Low Profit
922525,YSL,Promo Only Customers,76.8,Low Profit
327227,YSL,Promo Only Customers,148,Low Profit
940928,Lancome,Partially Promo Customers,52.7,Low Profit
725750,IT Cosmetics,Non-Promo Customers,246.8,Low Profit
770819,Armani,Non-Promo Customers,86.7,Low Profit
455609,Kiehl's,Promo Only Customers,160.5,Low Profit
180698,Armani ,Non-Promo Customers,318,Profitable
644622,IT Cosmetics,Promo Only Customers,30.4,Low Profit
462161,Armani,Promo Only Customers,416,Profitable
163735,Lancome,Non-Promo Customers,37719.2,High Profit
144304,IT Cosmetics,Non-Promo Customers,79.9,Low Profit
846989,Kiehl's,Non-Promo Customers,191.8,Low Profit
702742,Kiehl's,Partially Promo Customers,211.5,Low Profit
702245,Lancome,Non-Promo Customers,34.2,Low Profit
968888,Armani ,Promo Only Customers,227.2,Low Profit
642805,Kiehl's,Non-Promo Customers,514.81,Profitable
195765,Kiehl's,Partially Promo Customers,364.8,Profitable
208369,Kiehl's,Partially Promo Customers,203.75,Low Profit
445445,IT Cosmetics,Non-Promo Customers,7,Low Profit
222796,IT Cosmetics,Promo Only Customers,107.5,Low Profit
301462,Lancome,Non-Promo Customers,249,Low Profit
941753,IT Cosmetics,Promo Only Customers,50,Low Profit
138004,Lancome,Partially Promo Customers,371,Profitable
976385,Kiehl's,Non-Promo Customers,125.7,Low Profit
803454,Armani,Partially Promo Customers,102.6,Low Profit
568379,Lancome,Promo Only Customers,117.6,Low Profit
974616,Armani,Non-Promo Customers,225.6,Low Profit
941067,Armani,Non-Promo Customers,81.6,Low Profit
927437,Armani ,Partially Promo Customers,86.4,Low Profit
789455,IT Cosmetics,Promo Only Customers,190,Low Profit
950655,Armani ,Promo Only Customers,360,Profitable
831540,Lancome,Promo Only Customers,85,Low Profit
521155,Armani,Non-Promo Customers,130.6,Low Profit
698935,Kiehl's,Non-Promo Customers,190,Low Profit
147722,Lancome,Promo Only Customers,55.2,Low Profit
369034,Lancome,Promo Only Customers,256.5,Low Profit
329894,Armani,Promo Only Customers,453,Profitable
658143,Armani,Promo Only Customers,369.2,Profitable
283747,IT Cosmetics,Non-Promo Customers,330,Profitable
149203,Lancome,Non-Promo Customers,97.2,Low Profit
956127,Armani,Promo Only Customers,30.4,Low Profit
756250,Kiehl's,Promo Only Customers,390,Profitable
357361,Lancome,Promo Only Customers,190,Low Profit
878827,IT Cosmetics,Promo Only Customers,288,Low Profit
470305,Armani ,Partially Promo Customers,92,Low Profit
742563,IT Cosmetics,Promo Only Customers,155,Low Profit
968643,IT Cosmetics,Promo Only Customers,95.82,Low Profit
903673,Armani ,Promo Only Customers,245,Low Profit
235645,IT Cosmetics,Promo Only Customers,725.2,Profitable
417679,Kiehl's,Partially Promo Customers,211.5,Low Profit
271870,YSL,Non-Promo Customers,51,Low Profit
802826,Kiehl's,Non-Promo Customers,267.6,Low Profit
989263,YSL,Non-Promo Customers,37,Low Profit
967850,IT Cosmetics,Promo Only Customers,335,Profitable
427463,Lancome,Partially Promo Customers,570.8,Profitable
986339,IT Cosmetics,Partially Promo Customers,198.5,Low Profit
688004,YSL,Promo Only Customers,257.7,Low Profit
808631,YSL,Partially Promo Customers,32,Low Profit
469221,IT Cosmetics,Non-Promo Customers,429,Profitable
259534,IT Cosmetics,Partially Promo Customers,425,Profitable
309689,YSL,Non-Promo Customers,927.5,Profitable
910293,Kiehl's,Partially Promo Customers,140,Low Profit
710379,IT Cosmetics,Partially Promo Customers,202.9,Low Profit
843351,Armani,Promo Only Customers,485.4,Profitable
189020,Lancome,Promo Only Customers,38,Low Profit
206706,Armani ,Partially Promo Customers,180.5,Low Profit
448688,YSL,Promo Only Customers,48,Low Profit
780836,IT Cosmetics,Partially Promo Customers,31,Low Profit
194275,IT Cosmetics,Non-Promo Customers,87,Low Profit
205848,IT Cosmetics,Promo Only Customers,69,Low Profit
419015,YSL,Non-Promo Customers,1520.37,Profitable
356072,Kiehl's,Partially Promo Customers,297,Low Profit
917730,IT Cosmetics,Partially Promo Customers,142,Low Profit
705769,Lancome,Promo Only Customers,159,Low Profit
262450,YSL,Non-Promo Customers,151.2,Low Profit
104985,Kiehl's,Promo Only Customers,78,Low Profit
105121,YSL,Promo Only Customers,41.6,Low Profit
987857,IT Cosmetics,Partially Promo Customers,1590.9,Profitable
226409,Armani ,Promo Only Customers,313.2,Profitable
668542,IT Cosmetics,Partially Promo Customers,462,Profitable
230853,Lancome,Non-Promo Customers,72,Low Profit
968403,Kiehl's,Partially Promo Customers,153.3,Low Profit
260420,IT Cosmetics,Promo Only Customers,89,Low Profit
945796,Lancome,Non-Promo Customers,144,Low Profit
997222,IT Cosmetics,Non-Promo Customers,38,Low Profit
466892,Kiehl's,Promo Only Customers,940.5,Profitable
865923,Lancome,Non-Promo Customers,173.25,Low Profit
837326,IT Cosmetics,Promo Only Customers,516.8,Profitable
265100,Lancome,Promo Only Customers,148,Low Profit
170484,IT Cosmetics,Promo Only Customers,161.5,Low Profit
474062,Armani ,Non-Promo Customers,72,Low Profit
797694,Armani,Promo Only Customers,138,Low Profit
822534,IT Cosmetics,Non-Promo Customers,270,Low Profit
779843,IT Cosmetics,Promo Only Customers,565.05,Profitable
352273,YSL,Partially Promo Customers,528.25,Profitable
587697,IT Cosmetics,Promo Only Customers,220,Low Profit
674945,YSL,Promo Only Customers,177.6,Low Profit
633982,Armani,Non-Promo Customers,2583.15,High Profit
627335,IT Cosmetics,Partially Promo Customers,86,Low Profit
883120,Armani ,Promo Only Customers,360,Profitable
367380,Kiehl's,Promo Only Customers,68,Low Profit
216117,Kiehl's,Promo Only Customers,160,Low Profit
851136,Kiehl's,Promo Only Customers,608.3,Profitable
819394,Armani ,Non-Promo Customers,116,Low Profit
822718,Armani,Promo Only Customers,117.3,Low Profit
597703,YSL,Non-Promo Customers,116,Low Profit
327236,Lancome,Promo Only Customers,442.7,Profitable
411728,Armani,Partially Promo Customers,196,Low Profit
584437,Armani ,Promo Only Customers,472.6,Profitable
314474,Armani,Non-Promo Customers,86.5,Low Profit
795257,Kiehl's,Promo Only Customers,103,Low Profit
541706,Kiehl's,Partially Promo Customers,121.6,Low Profit
123030,IT Cosmetics,Partially Promo Customers,244,Low Profit
763364,Kiehl's,Promo Only Customers,80.5,Low Profit
959846,Lancome,Promo Only Customers,72,Low Profit
799222,IT Cosmetics,Non-Promo Customers,248,Low Profit
372540,Kiehl's,Partially Promo Customers,1248,Profitable
935935,Kiehl's,Partially Promo Customers,37.6,Low Profit
700911,YSL,Non-Promo Customers,229.5,Low Profit
354833,Kiehl's,Non-Promo Customers,230.4,Low Profit
751658,IT Cosmetics,Non-Promo Customers,149,Low Profit
316592,Armani ,Promo Only Customers,710.4,Profitable
575406,IT Cosmetics,Promo Only Customers,203.1,Low Profit
709041,Kiehl's,Partially Promo Customers,35,Low Profit
211426,IT Cosmetics,Promo Only Customers,659.2,Profitable
177628,Lancome,Partially Promo Customers,212,Low Profit
336304,YSL,Partially Promo Customers,55.8,Low Profit
101015,Kiehl's,Promo Only Customers,161.5,Low Profit
415993,YSL,Promo Only Customers,60.8,Low Profit
248084,IT Cosmetics,Non-Promo Customers,64.6,Low Profit
498653,Lancome,Promo Only Customers,103.2,Low Profit
561469,Kiehl's,Promo Only Customers,74.4,Low Profit
958320,Kiehl's,Non-Promo Customers,474,Profitable
364840,YSL,Promo Only Customers,25.6,Low Profit
476220,IT Cosmetics,Partially Promo Customers,51.2,Low Profit
249021,Lancome,Partially Promo Customers,268.45,Low Profit
866826,YSL,Promo Only Customers,168,Low Profit
662637,Lancome,Promo Only Customers,116,Low Profit
284159,YSL,Promo Only Customers,435.5,Profitable
689214,YSL,Promo Only Customers,157.3,Low Profit
370638,Kiehl's,Promo Only Customers,182.5,Low Profit
457125,YSL,Promo Only Customers,68.8,Low Profit
837261,Lancome,Promo Only Customers,124.95,Low Profit
185149,IT Cosmetics,Non-Promo Customers,147,Low Profit
448445,YSL,Promo Only Customers,41.5,Low Profit
860542,Armani,Promo Only Customers,126.5,Low Profit
159320,Lancome,Promo Only Customers,37,Low Profit
957543,YSL,Promo Only Customers,53.6,Low Profit
162652,Lancome,Promo Only Customers,133.75,Low Profit
702516,IT Cosmetics,Promo Only Customers,49.61,Low Profit
821567,IT Cosmetics,Partially Promo Customers,9342.9,High Profit
431748,Armani,Promo Only Customers,94,Low Profit
955897,Kiehl's,Non-Promo Customers,62,Low Profit
928085,Armani ,Non-Promo Customers,370.4,Profitable
223740,IT Cosmetics,Promo Only Customers,156.5,Low Profit
799530,Kiehl's,Non-Promo Customers,226.8,Low Profit
994510,YSL,Promo Only Customers,244,Low Profit
634518,Kiehl's,Non-Promo Customers,117.6,Low Profit
211897,Kiehl's,Partially Promo Customers,5479.22,High Profit
117208,IT Cosmetics,Non-Promo Customers,259.4,Low Profit
639116,Kiehl's,Non-Promo Customers,99.2,Low Profit
158273,YSL,Promo Only Customers,326.7,Profitable
348390,Kiehl's,Partially Promo Customers,867,Profitable
770957,Armani,Promo Only Customers,450.5,Profitable
845791,IT Cosmetics,Partially Promo Customers,416.8,Profitable
571524,Lancome,Non-Promo Customers,180,Low Profit
912155,Kiehl's,Partially Promo Customers,23,Low Profit
215125,Lancome,Promo Only Customers,106,Low Profit
239829,Lancome,Promo Only Customers,87.5,Low Profit
704284,YSL,Partially Promo Customers,405.4,Profitable
364398,Kiehl's,Non-Promo Customers,47.5,Low Profit
370560,IT Cosmetics,Promo Only Customers,65.03,Low Profit
123935,Kiehl's,Non-Promo Customers,53.5,Low Profit
975409,IT Cosmetics,Partially Promo Customers,166,Low Profit
984069,Armani ,Non-Promo Customers,175.2,Low Profit
127607,IT Cosmetics,Promo Only Customers,89.25,Low Profit
435940,Kiehl's,Non-Promo Customers,815.4,Profitable
504344,Kiehl's,Partially Promo Customers,152,Low Profit
394479,IT Cosmetics,Partially Promo Customers,6,Low Profit
231694,IT Cosmetics,Partially Promo Customers,229.5,Low Profit
563711,Armani,Promo Only Customers,440.2,Profitable
154769,IT Cosmetics,Partially Promo Customers,705.5,Profitable
311666,IT Cosmetics,Promo Only Customers,190.4,Low Profit
178024,Kiehl's,Promo Only Customers,163.8,Low Profit
799623,Kiehl's,Non-Promo Customers,30,Low Profit
269010,YSL,Non-Promo Customers,1018.25,Profitable
753933,Kiehl's,Partially Promo Customers,255.2,Low Profit
977077,Kiehl's,Partially Promo Customers,285,Low Profit
879044,Lancome,Promo Only Customers,508.5,Profitable
439830,YSL,Partially Promo Customers,51.4,Low Profit
364819,Lancome,Partially Promo Customers,148.12,Low Profit
610901,Lancome,Non-Promo Customers,218,Low Profit
460161,Armani,Non-Promo Customers,37.6,Low Profit
257522,Kiehl's,Promo Only Customers,390,Profitable
566551,IT Cosmetics,Partially Promo Customers,82,Low Profit
799279,YSL,Partially Promo Customers,36,Low Profit
611766,Lancome,Promo Only Customers,45,Low Profit
492284,Kiehl's,Non-Promo Customers,240,Low Profit
892510,Lancome,Non-Promo Customers,142.1,Low Profit
732879,YSL,Promo Only Customers,408.8,Profitable
497685,IT Cosmetics,Promo Only Customers,144,Low Profit
622770,IT Cosmetics,Promo Only Customers,176,Low Profit
905386,IT Cosmetics,Promo Only Customers,119,Low Profit
803569,IT Cosmetics,Promo Only Customers,280.75,Low Profit
462014,Armani,Promo Only Customers,96.3,Low Profit
683134,Lancome,Non-Promo Customers,84.6,Low Profit
135638,Kiehl's,Partially Promo Customers,115.2,Low Profit
781810,IT Cosmetics,Promo Only Customers,198.4,Low Profit
400691,Kiehl's,Partially Promo Customers,259.5,Low Profit
321031,Kiehl's,Partially Promo Customers,106.51,Low Profit
874821,Kiehl's,Partially Promo Customers,101,Low Profit
619373,Kiehl's,Promo Only Customers,107.2,Low Profit
844319,YSL,Non-Promo Customers,255,Low Profit
963642,IT Cosmetics,Partially Promo Customers,932.26,Profitable
740702,Kiehl's,Promo Only Customers,120,Low Profit
468922,IT Cosmetics,Non-Promo Customers,178.8,Low Profit
425417,IT Cosmetics,Partially Promo Customers,92.99,Low Profit
213527,Kiehl's,Non-Promo Customers,173.4,Low Profit
166632,IT Cosmetics,Non-Promo Customers,180,Low Profit
333472,IT Cosmetics,Non-Promo Customers,147.99,Low Profit
751308,Kiehl's,Partially Promo Customers,559,Profitable
637256,Lancome,Promo Only Customers,30.4,Low Profit
996306,Armani ,Promo Only Customers,64,Low Profit
873452,Kiehl's,Non-Promo Customers,27.5,Low Profit
398029,YSL,Promo Only Customers,115,Low Profit
930918,IT Cosmetics,Partially Promo Customers,144.6,Low Profit
400469,Lancome,Non-Promo Customers,171.1,Low Profit
760538,Lancome,Partially Promo Customers,86.4,Low Profit
156428,Lancome,Non-Promo Customers,52.8,Low Profit
708823,Armani,Promo Only Customers,96,Low Profit
164365,Lancome,Promo Only Customers,678,Profitable
281196,IT Cosmetics,Promo Only Customers,19.68,Low Profit
294669,IT Cosmetics,Promo Only Customers,581.6,Profitable
566302,Kiehl's,Partially Promo Customers,116.3,Low Profit
712909,IT Cosmetics,Promo Only Customers,203,Low Profit
758751,IT Cosmetics,Partially Promo Customers,326.95,Profitable
845524,IT Cosmetics,Partially Promo Customers,81.5,Low Profit
378363,IT Cosmetics,Non-Promo Customers,295.5,Low Profit
841228,Kiehl's,Non-Promo Customers,1318.8,Profitable
914562,IT Cosmetics,Promo Only Customers,85,Low Profit
361854,YSL,Promo Only Customers,108,Low Profit
269481,Kiehl's,Non-Promo Customers,51.2,Low Profit
996568,Kiehl's,Non-Promo Customers,100.86,Low Profit
138919,Lancome,Promo Only Customers,81,Low Profit
149077,Kiehl's,Promo Only Customers,216,Low Profit
224799,Armani,Non-Promo Customers,126.4,Low Profit
392608,Lancome,Partially Promo Customers,496.41,Profitable
554287,IT Cosmetics,Promo Only Customers,559.3,Profitable
639915,Lancome,Promo Only Customers,522.75,Profitable
252440,IT Cosmetics,Promo Only Customers,22,Low Profit
293752,YSL,Non-Promo Customers,491.4,Profitable
273333,YSL,Promo Only Customers,92,Low Profit
498244,YSL,Non-Promo Customers,120,Low Profit
570477,Lancome,Partially Promo Customers,142,Low Profit
751669,Armani,Non-Promo Customers,237.39,Low Profit
725738,IT Cosmetics,Promo Only Customers,383.9,Profitable
346946,Kiehl's,Non-Promo Customers,1018.67,Profitable
487328,Kiehl's,Partially Promo Customers,236,Low Profit
282503,IT Cosmetics,Non-Promo Customers,88,Low Profit
377629,YSL,Promo Only Customers,488.7,Profitable
703964,Kiehl's,Partially Promo Customers,116,Low Profit
635656,YSL,Partially Promo Customers,153.6,Low Profit
565485,IT Cosmetics,Partially Promo Customers,686.45,Profitable
452442,Armani ,Promo Only Customers,83.2,Low Profit
843812,Lancome,Partially Promo Customers,51.55,Low Profit
959477,Armani ,Promo Only Customers,121.5,Low Profit
297110,Kiehl's,Non-Promo Customers,347.12,Profitable
909374,Lancome,Promo Only Customers,76,Low Profit
287000,Lancome,Partially Promo Customers,144,Low Profit
621962,Armani ,Promo Only Customers,59.2,Low Profit
976317,Kiehl's,Partially Promo Customers,35.5,Low Profit
894570,IT Cosmetics,Partially Promo Customers,156,Low Profit
916242,IT Cosmetics,Non-Promo Customers,182.4,Low Profit
944118,Lancome,Promo Only Customers,671.5,Profitable
841858,Kiehl's,Partially Promo Customers,281.6,Low Profit
522704,IT Cosmetics,Promo Only Customers,68,Low Profit
648410,IT Cosmetics,Partially Promo Customers,92,Low Profit
769607,Kiehl's,Partially Promo Customers,32,Low Profit
472583,Lancome,Non-Promo Customers,129.2,Low Profit
946665,Kiehl's,Non-Promo Customers,41.6,Low Profit
554319,Kiehl's,Partially Promo Customers,49.3,Low Profit
819800,YSL,Promo Only Customers,275,Low Profit
946431,IT Cosmetics,Promo Only Customers,304,Profitable
288837,Armani,Promo Only Customers,278.34,Low Profit
905524,Kiehl's,Non-Promo Customers,60.8,Low Profit
139622,Lancome,Partially Promo Customers,180.5,Low Profit
832532,Kiehl's,Partially Promo Customers,240.15,Low Profit
613688,IT Cosmetics,Promo Only Customers,626.9,Profitable
602173,Kiehl's,Partially Promo Customers,93.5,Low Profit
843855,IT Cosmetics,Non-Promo Customers,287.95,Low Profit
951254,Kiehl's,Non-Promo Customers,60,Low Profit
614469,IT Cosmetics,Promo Only Customers,155.5,Low Profit
257729,Kiehl's,Partially Promo Customers,260,Low Profit
826018,YSL,Partially Promo Customers,296.02,Low Profit
693874,IT Cosmetics,Promo Only Customers,99.2,Low Profit
775647,Armani,Non-Promo Customers,55,Low Profit
589668,YSL,Promo Only Customers,591.75,Profitable
990297,YSL,Non-Promo Customers,237.27,Low Profit
256841,IT Cosmetics,Promo Only Customers,1219.95,Profitable
957778,Kiehl's,Promo Only Customers,172.5,Low Profit
279073,YSL,Promo Only Customers,30,Low Profit
431656,Lancome,Partially Promo Customers,151.4,Low Profit
231449,YSL,Promo Only Customers,375,Profitable
746573,Kiehl's,Promo Only Customers,91.2,Low Profit
135276,IT Cosmetics,Promo Only Customers,1084.45,Profitable
697896,Kiehl's,Partially Promo Customers,60.8,Low Profit
336748,IT Cosmetics,Non-Promo Customers,421.5,Profitable
424075,Kiehl's,Partially Promo Customers,140,Low Profit
835461,YSL,Promo Only Customers,48,Low Profit
612605,Kiehl's,Partially Promo Customers,44,Low Profit
483260,IT Cosmetics,Promo Only Customers,99,Low Profit
742056,IT Cosmetics,Promo Only Customers,86,Low Profit
137804,Armani,Promo Only Customers,119.2,Low Profit
206806,Kiehl's,Partially Promo Customers,50,Low Profit
729275,Armani ,Promo Only Customers,192,Low Profit
120535,IT Cosmetics,Promo Only Customers,153.6,Low Profit
582831,IT Cosmetics,Promo Only Customers,179.47,Low Profit
225279,Kiehl's,Non-Promo Customers,45.5,Low Profit
232312,Kiehl's,Promo Only Customers,38,Low Profit
519183,IT Cosmetics,Non-Promo Customers,414,Profitable
670946,Kiehl's,Partially Promo Customers,135,Low Profit
548537,IT Cosmetics,Promo Only Customers,163,Low Profit
818724,YSL,Promo Only Customers,39.2,Low Profit
247383,Kiehl's,Partially Promo Customers,237.6,Low Profit
497833,Kiehl's,Partially Promo Customers,510,Profitable
287422,YSL,Promo Only Customers,1172,Profitable
221247,Armani ,Promo Only Customers,160,Low Profit
920512,Armani,Promo Only Customers,153.5,Low Profit
103757,IT Cosmetics,Partially Promo Customers,99,Low Profit
719892,IT Cosmetics,Non-Promo Customers,39.2,Low Profit
748587,Kiehl's,Partially Promo Customers,77,Low Profit
300636,YSL,Non-Promo Customers,235.6,Low Profit
492190,Lancome,Non-Promo Customers,337.45,Profitable
233295,IT Cosmetics,Non-Promo Customers,144.02,Low Profit
281937,YSL,Partially Promo Customers,196.2,Low Profit
591059,Lancome,Non-Promo Customers,44.8,Low Profit
965360,IT Cosmetics,Promo Only Customers,110,Low Profit
761227,IT Cosmetics,Promo Only Customers,46,Low Profit
367876,IT Cosmetics,Promo Only Customers,160,Low Profit
420984,Lancome,Partially Promo Customers,76,Low Profit
128781,Armani,Promo Only Customers,930.08,Profitable
294276,Armani ,Non-Promo Customers,102,Low Profit
810177,Lancome,Partially Promo Customers,37,Low Profit
406119,Lancome,Promo Only Customers,240,Low Profit
865350,Armani,Partially Promo Customers,51.2,Low Profit
337358,Kiehl's,Partially Promo Customers,94.5,Low Profit
650562,YSL,Promo Only Customers,202,Low Profit
603128,Kiehl's,Partially Promo Customers,50,Low Profit
973624,YSL,Promo Only Customers,76.8,Low Profit
770041,Lancome,Partially Promo Customers,77.5,Low Profit
594606,YSL,Non-Promo Customers,190,Low Profit
445628,YSL,Non-Promo Customers,64,Low Profit
106485,YSL,Non-Promo Customers,144,Low Profit
654743,Lancome,Non-Promo Customers,114,Low Profit
827403,IT Cosmetics,Partially Promo Customers,119,Low Profit
302716,IT Cosmetics,Promo Only Customers,63,Low Profit
354043,Lancome,Promo Only Customers,85.8,Low Profit
897805,Lancome,Non-Promo Customers,67.62,Low Profit
507667,Lancome,Promo Only Customers,27,Low Profit
804004,Lancome,Partially Promo Customers,174.12,Low Profit
383769,IT Cosmetics,Non-Promo Customers,212,Low Profit
517799,IT Cosmetics,Non-Promo Customers,173.5,Low Profit
829831,Armani ,Non-Promo Customers,334.4,Profitable
318833,IT Cosmetics,Promo Only Customers,77.5,Low Profit
460500,YSL,Non-Promo Customers,124,Low Profit
217697,Kiehl's,Partially Promo Customers,920.5,Profitable
674912,Lancome,Promo Only Customers,320.6,Profitable
495868,YSL,Promo Only Customers,55.2,Low Profit
542166,IT Cosmetics,Promo Only Customers,116,Low Profit
335945,Lancome,Non-Promo Customers,100,Low Profit
182334,YSL,Non-Promo Customers,215,Low Profit
307562,IT Cosmetics,Partially Promo Customers,623.01,Profitable
982235,Lancome,Promo Only Customers,216,Low Profit
410728,Armani,Partially Promo Customers,284.8,Low Profit
713292,Armani ,Non-Promo Customers,457.6,Profitable
962592,YSL,Partially Promo Customers,287.2,Low Profit
835527,Lancome,Promo Only Customers,75.65,Low Profit
458000,Lancome,Promo Only Customers,62,Low Profit
419012,Kiehl's,Non-Promo Customers,52,Low Profit
314369,YSL,Promo Only Customers,57.6,Low Profit
414135,Lancome,Promo Only Customers,109,Low Profit
595561,IT Cosmetics,Non-Promo Customers,379.01,Profitable
426200,Kiehl's,Promo Only Customers,64.5,Low Profit
965990,Lancome,Promo Only Customers,63.5,Low Profit
521641,YSL,Promo Only Customers,798.4,Profitable
691987,Armani,Non-Promo Customers,139.13,Low Profit
258202,Kiehl's,Partially Promo Customers,505.3,Profitable
545624,Armani,Promo Only Customers,798.64,Profitable
799304,Kiehl's,Promo Only Customers,243,Low Profit
365949,Lancome,Partially Promo Customers,74,Low Profit
138213,Lancome,Promo Only Customers,54.4,Low Profit
783656,Armani,Promo Only Customers,153,Low Profit
211220,IT Cosmetics,Partially Promo Customers,4961,High Profit
425835,Kiehl's,Partially Promo Customers,1225,Profitable
622993,Armani,Promo Only Customers,54,Low Profit
386237,IT Cosmetics,Partially Promo Customers,51.86,Low Profit
129746,Lancome,Promo Only Customers,86.55,Low Profit
374859,IT Cosmetics,Partially Promo Customers,87,Low Profit
881665,Kiehl's,Non-Promo Customers,58,Low Profit
723873,Armani,Non-Promo Customers,163.1,Low Profit
434503,IT Cosmetics,Promo Only Customers,117.2,Low Profit
669798,Lancome,Partially Promo Customers,418,Profitable
899572,Lancome,Partially Promo Customers,384,Profitable
512215,IT Cosmetics,Partially Promo Customers,46,Low Profit
236777,Armani ,Non-Promo Customers,64.5,Low Profit
326266,Kiehl's,Partially Promo Customers,1072.55,Profitable
332223,Kiehl's,Non-Promo Customers,672.5,Profitable
430546,Lancome,Partially Promo Customers,65,Low Profit
743613,YSL,Promo Only Customers,81.6,Low Profit
430056,IT Cosmetics,Promo Only Customers,204.8,Low Profit
332566,Kiehl's,Non-Promo Customers,309.2,Profitable
195858,Kiehl's,Non-Promo Customers,128,Low Profit
782506,Kiehl's,Non-Promo Customers,350.97,Profitable
204193,YSL,Promo Only Customers,65,Low Profit
102225,IT Cosmetics,Partially Promo Customers,93,Low Profit
883922,Lancome,Non-Promo Customers,121,Low Profit
475297,Kiehl's,Promo Only Customers,127.5,Low Profit
384679,Lancome,Partially Promo Customers,101,Low Profit
308771,Lancome,Partially Promo Customers,299.25,Profitable
271510,Armani,Promo Only Customers,70,Low Profit
581650,IT Cosmetics,Promo Only Customers,629.1,Profitable
155788,Lancome,Promo Only Customers,406,Profitable
486003,Lancome,Non-Promo Customers,516.2,Profitable
313745,Kiehl's,Non-Promo Customers,84,Low Profit
551740,YSL,Promo Only Customers,461,Profitable
168257,Kiehl's,Non-Promo Customers,104,Low Profit
968590,Kiehl's,Partially Promo Customers,140.5,Low Profit
318540,IT Cosmetics,Non-Promo Customers,34.2,Low Profit
790871,Lancome,Promo Only Customers,288.75,Low Profit
376146,Lancome,Promo Only Customers,433.5,Profitable
652110,Lancome,Promo Only Customers,48,Low Profit
122281,Lancome,Promo Only Customers,466.12,Profitable
657521,Kiehl's,Partially Promo Customers,38.5,Low Profit
970978,Kiehl's,Promo Only Customers,450.5,Profitable
811500,IT Cosmetics,Promo Only Customers,826.8,Profitable
737907,Armani,Promo Only Customers,307.45,Profitable
340987,Lancome,Promo Only Customers,160,Low Profit
626275,Lancome,Promo Only Customers,36,Low Profit
495793,Lancome,Partially Promo Customers,143.99,Low Profit
289053,Armani ,Promo Only Customers,268.4,Low Profit
598808,Lancome,Non-Promo Customers,88,Low Profit
318137,Armani,Promo Only Customers,75,Low Profit
455721,Armani,Promo Only Customers,53.6,Low Profit
114530,IT Cosmetics,Promo Only Customers,115,Low Profit
840099,Kiehl's,Non-Promo Customers,179.4,Low Profit
512554,YSL,Partially Promo Customers,105.6,Low Profit
